6,True,257
0,False,2
0,False,4
0,False,2
0,False,13
0,False,3
0,False,6
0,False,3
0,False,5
0,False,3
0,False,12
0,False,1
0,False,2
0,False,2
0,False,7
0,False,15
0,False,2
0,False,3
0,False,7
0,False,2
0,False,11
0,False,5
0,False,4
0,False,5
0,False,4
0,False,11
0,False,7
0,False,10
0,False,5
0,False,25
0,False,13
0,False,3
0,False,3
0,False,2
0,False,2
0,False,3
0,False,6
0,False,4
0,False,4
0,False,3
0,False,3
0,False,3
0,False,4
0,False,6
0,False,8
0,False,4
0,False,9
0,False,4
0,False,4
0,False,3
0,False,6
0,False,8
0,False,5
0,False,4
0,False,3
0,False,4
0,False,4
0,False,5
0,False,5
0,False,7
0,False,4
0,False,5
0,False,7
0,False,15
0,False,7
0,False,22
0,False,23
0,False,13
0,False,4
0,False,4
0,False,4
0,False,4
0,False,3
0,False,7
0,False,4
0,False,5
0,False,3
0,False,3
0,False,15
0,False,4
0,False,7
0,False,5
0,False,4
0,False,5
0,False,8
0,False,3
0,False,9
0,False,4
0,False,8
0,False,9
0,False,3
0,False,9
0,False,5
0,False,4
0,False,3
0,False,3
0,False,3
0,False,3
0,False,4
0,False,5
0,False,3
0,False,4
0,False,2
0,False,6
0,False,6
0,False,15
0,False,16
0,False,10
0,False,13
1,True,7
0,False,2
0,False,51
0,False,41
0,False,33
0,False,25
0,False,2
0,False,1
0,False,6
0,False,2
0,False,1
0,False,2
0,False,0
0,False,5
0,False,3
0,False,7
0,False,0
0,False,1
0,False,1
0,False,1
0,False,2
0,False,0
0,False,6
0,False,3
0,False,12
0,False,7
0,False,1
0,False,1
0,False,2
0,False,4
0,False,3
0,False,8
0,False,2
0,False,3
0,False,9
0,False,1
0,False,1
0,False,1
0,False,10
0,False,1
4,True,130
0,False,1
0,False,12
0,False,4
0,False,2
0,False,3
0,False,7
0,False,3
0,False,7
0,False,2
0,False,2
0,False,2
0,False,5
0,False,1
0,False,2
0,False,1
0,False,4
0,False,2
0,False,1
0,False,2
0,False,1
0,False,2
0,False,3
0,False,4
0,False,2
0,False,2
0,False,1
0,False,17
0,False,2
0,False,7
0,False,19
0,False,2
0,False,2
0,False,4
0,False,2
0,False,16
0,False,7
0,False,4
0,False,3
0,False,3
0,False,8
0,False,32
0,False,2
0,False,2
0,False,3
0,False,2
0,False,3
0,False,3
0,False,6
0,False,2
0,False,2
0,False,2
0,False,3
0,False,16
0,False,2
0,False,3
0,False,2
0,False,13
0,False,4
0,False,2
0,False,4
0,False,2
0,False,3
0,False,2
0,False,6
0,False,17
0,False,3
0,False,4
0,False,12
0,False,2
0,False,2
0,False,24
0,False,2
0,False,1
0,False,3
0,False,2
0,False,16
0,False,10
0,False,2
6,True,871
0,False,4
0,False,8
0,False,2
0,False,1
0,False,5
0,False,7
0,False,7
0,False,4
0,False,4
0,False,2
0,False,2
0,False,2
0,False,4
0,False,9
0,False,1
0,False,3
0,False,6
0,False,1
0,False,2
0,False,4
0,False,1
2,True,6
4,True,11
0,False,9
0,False,2
0,False,1
0,False,4
0,False,5
0,False,1
0,False,3
0,False,2
0,False,8
0,False,9
0,False,2
0,False,2
6,True,392
0,False,2
0,False,3
0,False,2
0,False,2
0,False,6
0,False,19
0,False,1
0,False,6
0,False,12
0,False,4
0,False,3
0,False,2
0,False,4
0,False,1
0,False,23
0,False,2
0,False,2
0,False,2
0,False,1
0,False,13
0,False,3
0,False,1
0,False,2
0,False,3
0,False,2
0,False,2
0,False,3
0,False,8
0,False,2
0,False,2
0,False,11
0,False,12
0,False,3
0,False,3
0,False,9
0,False,14
0,False,2
0,False,8
0,False,3
0,False,3
0,False,8
0,False,2
0,False,2
0,False,1
0,False,1
0,False,3
0,False,2
0,False,3
0,False,3
0,False,2
0,False,2
0,False,1
0,False,4
0,False,9
0,False,1
0,False,2
0,False,2
0,False,1
0,False,1
0,False,1
0,False,1
0,False,2
0,False,1
4,True,9
0,False,6
0,False,2
0,False,12
0,False,7
0,False,1
0,False,1
0,False,3
0,False,3
0,False,11
0,False,4
0,False,2
0,False,4
0,False,4
0,False,2
0,False,2
0,False,8
0,False,4
0,False,15
0,False,2
0,False,3
0,False,12
0,False,4
0,False,2
0,False,11
4,True,12
0,False,3
0,False,7
0,False,8
0,False,3
0,False,3
0,False,4
0,False,5
0,False,2
0,False,18
0,False,2
0,False,13
0,False,4
0,False,4
0,False,4
0,False,7
0,False,13
0,False,2
0,False,13
0,False,5
0,False,16
0,False,6
0,False,9
0,False,2
0,False,3
0,False,2
0,False,12
0,False,2
0,False,2
0,False,5
0,False,3
0,False,8
0,False,6
0,False,5
0,False,4
0,False,3
0,False,4
0,False,7
0,False,5
0,False,13
0,False,3
0,False,3
0,False,35
0,False,2
0,False,24
0,False,7
0,False,6
0,False,2
0,False,16
0,False,4
0,False,5
0,False,2
0,False,2
0,False,2
0,False,9
0,False,30
0,False,2
0,False,13
0,False,13
0,False,5
0,False,2
0,False,2
0,False,36
0,False,3
0,False,12
0,False,5
0,False,3
0,False,5
0,False,3
0,False,2
0,False,2
0,False,3
0,False,2
0,False,6
0,False,2
0,False,11
0,False,2
0,False,1
0,False,2
0,False,1
0,False,2
0,False,2
0,False,8
0,False,2
0,False,12
0,False,6
0,False,20
0,False,8
0,False,2
0,False,14
0,False,6
0,False,2
0,False,2
0,False,2
0,False,1
0,False,2
